	Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU
OTU254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				OTU254
OTU255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12		OTU255
OTU256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae			OTU256
OTU257	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			OTU257
OTU258	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			OTU258
OTU259	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium		OTU259
OTU260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia		OTU260
OTU261	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			OTU261
OTU262	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			OTU262
OTU263	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured		OTU263
OTU264	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured		OTU264
OTU265	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			OTU265
OTU266	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis		OTU266
OTU267	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured		OTU267
OTU268	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			OTU268
OTU269	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured		OTU269
OTU270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	[Pseudomonas]_geniculata	OTU270
OTU271	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium		OTU271
OTU272	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			OTU272
OTU273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			OTU273
OTU274	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU274
OTU275	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU275
OTU276	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU276
OTU277	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU277
OTU278	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU278
OTU279	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU279
OTU280	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU280
OTU281	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU281
OTU282	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_acidiphilum	OTU282
OTU283	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU283
OTU284	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			OTU284
OTU285	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		OTU285
OTU286	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				OTU286
OTU287	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				OTU287
OTU288	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	FukuN57		OTU288
OTU289	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		OTU289
OTU290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		OTU290
OTU291	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured		OTU291
OTU292	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Finniella		OTU292
OTU293	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Finniella	uncultured_bacterium	OTU293
OTU294	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Finniella	Candidatus_Finniella	OTU294
OTU295	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter		OTU295
OTU296	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter	uncultured_bacterium	OTU296
OTU297	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured		OTU297
OTU298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured		OTU298
OTU299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured		OTU299
OTU300	Bacteria	Proteobacteria	Alphaproteobacteria					OTU300
OTU301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured		OTU301
OTU302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured		OTU302
OTU303	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum		OTU303
OTU304	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			OTU304
OTU305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum		OTU305
OTU306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum	uncultured_Alphaproteobacteria	OTU306
OTU307	Bacteria	Proteobacteria	Alphaproteobacteria					OTU307
OTU308	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			OTU308
OTU309	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured		OTU309
OTU310	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured		OTU310
OTU311	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum		OTU311
OTU312	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae			OTU312
OTU313	Bacteria	Proteobacteria	Alphaproteobacteria					OTU313
OTU314	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae			OTU314
OTU315	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae			OTU315
OTU316	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus		OTU316
OTU317	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella		OTU317
OTU318	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella		OTU318
OTU319	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae			OTU319
OTU320	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella		OTU320
OTU321	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU321
OTU322	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU322
OTU323	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU323
OTU324	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU324
OTU325	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU325
OTU326	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU326
OTU327	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU327
OTU328	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium		OTU328
OTU329	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium		OTU329
OTU330	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum		OTU330
OTU331	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum		OTU331
OTU332	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU332
OTU333	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU333
OTU334	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU334
OTU335	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU335
OTU336	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU336
OTU337	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU337
OTU338	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU338
OTU339	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU339
OTU340	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU340
OTU341	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU341
OTU342	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU342
OTU343	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU343
OTU344	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU344
OTU345	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU345
OTU346	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU346
OTU347	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured		OTU347
OTU348	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU348
OTU349	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU349
OTU350	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU350
OTU351	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU351
OTU352	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU352
OTU353	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU353
OTU354	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma		OTU354
OTU355	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU355
OTU356	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU356
OTU357	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU357
OTU358	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU358
OTU359	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU359
OTU360	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU360
OTU361	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU361
OTU362	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU362
OTU363	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU363
OTU364	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU364
OTU365	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU365
OTU366	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		OTU366
OTU367	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		OTU367
OTU368	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		OTU368
OTU369	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		OTU369
OTU370	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		OTU370
OTU371	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella		OTU371
OTU372	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	uncultured_bacterium	OTU372
OTU373	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU373
OTU374	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			OTU374
OTU375	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	Dinobryon_sp.	OTU375
OTU376	Bacteria	Firestonebacteria	Firestonebacteria	Firestonebacteria	Firestonebacteria	Firestonebacteria	Candidatus_Firestonebacteria	OTU376
OTU377	Bacteria	FCPU426	FCPU426	FCPU426	FCPU426	FCPU426	uncultured_bacterium	OTU377
OTU378	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium		OTU378
OTU379	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium		OTU379
OTU380	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium		OTU380
OTU381	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium		OTU381
OTU382	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	uncultured_Chlorobi	OTU382
OTU383	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae		OTU383
OTU384	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	uncultured_bacterium	OTU384
OTU385	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae			OTU385
OTU386	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	uncultured_bacterium	OTU386
OTU387	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	uncultured_Clostridiaceae	OTU387
OTU388	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV		OTU388
OTU389	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	uncultured_Termite	OTU389
OTU390	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	uncultured_bacterium	OTU390
OTU391	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa	uncultured_bacterium	OTU391
OTU392	Bacteria	Elusimicrobiota	Elusimicrobiota	Elusimicrobiota	Elusimicrobiota	Elusimicrobiota	uncultured_Acidobacteria	OTU392
OTU393	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	B18	B18	uncultured_bacterium	OTU393
OTU394	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus		OTU394
OTU395	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus		OTU395
OTU396	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus		OTU396
OTU397	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus		OTU397
OTU398	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae			OTU398
OTU399	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	uncultured_bacterium	OTU399
OTU400	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga		OTU400
OTU401	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae			OTU401
OTU402	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae			OTU402
OTU403	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae			OTU403
OTU404	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU404
OTU405	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU405
OTU406	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU406
OTU407	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU407
OTU408	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU408
OTU409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU409
OTU410	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU410
OTU411	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU411
OTU412	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU412
OTU413	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		OTU413
OTU414	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17		OTU414
OTU415	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	uncultured_Sphingobacteriia	OTU415
OTU416	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17		OTU416
OTU417	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella		OTU417
OTU418	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella		OTU418
OTU419	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella		OTU419
OTU420	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella		OTU420
OTU421	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella		OTU421
OTU422	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Flectobacillus		OTU422
OTU423	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella	Arcicella_rigui	OTU423
OTU424	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella		OTU424
OTU425	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella		OTU425
OTU426	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella		OTU426
OTU427	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella		OTU427
OTU428	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella		OTU428
OTU429	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		OTU429
OTU430	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter		OTU430
OTU431	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	uncultured_bacterium	OTU431
OTU432	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter		OTU432
OTU433	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter		OTU433
OTU434	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	uncultured_Bacteroidetes	OTU434
OTU435	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13		OTU435
OTU436	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13		OTU436
OTU437	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae		OTU437
OTU438	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae	uncultured_Sphingobacteriia	OTU438
OTU439	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	metagenome	OTU439
OTU440	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17		OTU440
OTU441	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU441
OTU442	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU442
OTU443	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_gotjawali	OTU443
OTU444	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU444
OTU445	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU445
OTU446	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU446
OTU447	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU447
OTU448	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_frigoritolerans	OTU448
OTU449	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU449
OTU450	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU450
OTU451	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU451
OTU452	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU452
OTU453	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		OTU453
OTU454	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	[Cytophaga]_xylanolytica_group	uncultured_bacterium	OTU454
OTU455	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parasediminibacterium		OTU455
OTU456	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum		OTU456
OTU457	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum		OTU457
OTU458	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum		OTU458
OTU459	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum		OTU459
OTU460	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum		OTU460
OTU461	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	uncultured_Sphingobacteriia	OTU461
OTU462	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae			OTU462
OTU463	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter		OTU463
OTU464	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae			OTU464
OTU465	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium		OTU465
